personid,demo_sex,state,turnout_score,support_score,ev_score,vbm_score,gotv_score,voted_2018,demo_ethnicity
340,Male,WV,0.4351,0.2594,0.1738,0.2886,0.8492,true,Honduran
341,Male,TX,0.176,0.2745,0.8958,0.6527,0.5103,false,Sri Lankan
342,Male,FL,0.0401,0.7541,0.6036,0.0806,0.4495,false,Filipino
343,Female,KS,0.7668,0.7334,0.6483,0.5317,0.1576,true,Colville
344,Female,UT,0.5434,0.7288,0.406,0.8643,0.9056,true,Asian
345,Male,MN,0.6488,0.4594,0.6096,0.2614,0.9719,true,Shoshone
346,Female,FL,0.1429,0.831,0.8608,0.3713,0.768,true,Alaska Native
347,Female,FL,0.5923,0.5809,0.3907,0.3699,0.4728,true,Sioux
348,Female,TX,0.4739,0.6606,0.9798,0.2868,0.4989,false,Latin American Indian
349,Female,FL,0.0949,0.6258,0.4865,0.8937,0.0856,true,Navajo
350,Female,IA,0.7663,0.9408,0.6823,0.6511,0.4605,true,Uruguayan
351,Female,TX,0.018,0.5015,0.9419,0.1439,0.5349,true,Kiowa
352,Male,CA,0.5741,0.0921,0.7148,0.6117,0.8027,false,Pakistani
353,Female,OK,0.0219,0.0222,0.5194,0.4765,0.9551,false,Apache
354,Female,MI,0.4968,0.4131,0.3631,0.6519,0.0629,true,Latin American Indian
355,Male,WV,0.681,0.2536,0.179,0.7144,0.9181,true,Melanesian
356,Female,CO,0.8817,0.866,0.0599,0.5705,0.3092,false,Puget Sound Salish
357,Female,NE,0.0706,0.6747,0.4041,0.1392,0.3209,false,Iroquois
358,Female,FL,0.7483,0.7633,0.1676,0.2012,0.6508,true,Delaware
359,Female,AZ,0.208,0.4091,0.0774,0.6207,0.1488,false,Guatemalan
360,Female,OR,0.2143,0.9451,0.6209,0.4871,0.402,false,Houma
361,Female,UT,0.4174,0.559,0.3028,0.1314,0.6918,false,Alaskan Athabascan
362,Female,MO,0.7095,0.8755,0.9218,0.2657,0.7509,true,Alaska Native
363,Female,ID,0.9157,0.0699,0.3854,0.4024,0.7952,true,Chickasaw
364,Male,FL,0.6082,0.1063,0.9977,0.354,0.571,true,Ute
365,Male,TN,0.8672,0.0203,0.9153,0.467,0.5399,false,Chippewa
366,Male,TX,0.4888,0.2156,0.6943,0.6254,0.0914,false,Honduran
367,Male,KY,0.1112,0.1414,0.7963,0.3031,0.4959,false,Lumbee
368,Female,MA,0.7719,0.5521,0.8029,0.6893,0.091,true,Paraguayan
369,Male,CT,0.0868,0.7224,0.6723,0.1413,0.9471,false,South American
370,Female,CA,0.2311,0.5093,0.9949,0.3394,0.0654,false,Latin American Indian
371,Female,TN,0.95,0.5445,0.4908,0.378,0.5027,true,Pakistani
372,Male,TX,0.5936,0.2678,0.1346,0.1103,0.9146,true,Creek
373,Female,IA,0.9653,0.6204,0.2573,0.9469,0.8491,false,Native Hawaiian
374,Male,MA,0.565,0.4547,0.6023,0.6474,0.094,true,Chickasaw
375,Male,FL,0.7315,0.5082,0.5715,0.0206,0.4194,false,Micronesian
376,Male,WA,0.2407,0.3963,0.0519,0.1664,0.4654,true,Spaniard
377,Female,MI,0.1726,0.249,0.0895,0.7989,0.3252,false,Yakama
378,Female,CO,0.9208,0.3468,0.1632,0.2898,0.6895,false,Puerto Rican
379,Female,VA,0.965,0.1752,0.974,0.244,0.2907,false,Delaware
380,Male,NY,0.9429,0.7675,0.2875,0.3351,0.4447,false,Black or African American
381,Female,PA,0.2772,0.7948,0.184,0.7828,0.7104,true,Taiwanese
382,Male,AL,0.7369,0.074,0.1666,0.0581,0.7585,false,Chickasaw
383,Female,SD,0.6434,0.3514,0.6223,0.484,0.2446,false,Colville
384,Female,TX,0.8682,0.638,0.9147,0.4074,0.8851,false,Melanesian
385,Female,CO,0.1964,0.0831,0.7132,0.255,0.177,true,Sri Lankan
386,Female,FL,0.287,0.0653,0.6018,0.7141,0.1705,true,Laotian
387,Male,CA,0.9472,0.3243,0.5043,0.368,0.7547,false,Malaysian
388,Male,OH,0.0157,0.6128,0.8838,0.0582,0.485,false,Cree
389,Male,TX,0.4217,0.2256,0.0488,0.568,0.2935,false,Melanesian
390,Female,AZ,0.5497,0.6333,0.8965,0.5714,0.3872,false,Creek
391,Female,TN,0.8289,0.6762,0.3403,0.3826,0.5481,true,Kiowa
392,Male,FL,0.6338,0.8014,0.1142,0.9014,0.5653,false,Shoshone
393,Female,TX,0.1295,0.7086,0.1222,0.0216,0.7704,true,Lumbee
394,Male,DC,0.3908,0.3183,0.7959,0.6758,0.3067,true,Pueblo
395,Female,PA,0.002,0.1577,0.7496,0.123,0.0097,true,Potawatomi
396,Male,IN,0.802,0.3484,0.5752,0.1419,0.1112,true,Honduran
397,Male,WA,0.662,0.9886,0.4011,0.7716,0.4667,false,American Indian
398,Female,HI,0.0343,0.4315,0.6127,0.6363,0.9582,true,Vietnamese
399,Male,NJ,0.0318,0.4447,0.776,0.8253,0.6129,true,Central American
400,Female,FL,0.3766,0.6633,0.0383,0.8365,0.1241,true,Korean
401,Male,CA,0.947,0.5211,0.4762,0.0176,0.4179,true,Cheyenne
402,Male,OH,0.6357,0.8259,0.2452,0.1425,0.7007,false,Native Hawaiian
403,Female,IN,0.0956,0.7216,0.9913,0.8064,0.5693,true,Spaniard
404,Female,MI,0.3974,0.6278,0.0374,0.1896,0.3815,true,Ute
405,Female,VA,0.1133,0.3701,0.6811,0.7958,0.3615,false,Blackfeet
406,Male,WI,0.7582,0.822,0.5107,0.8351,0.7996,false,Spaniard
407,Female,TN,0.3391,0.5227,0.5171,0.2204,0.946,true,Ottawa
408,Male,CA,0.6328,0.0284,0.6652,0.8427,0.3853,false,Alaskan Athabascan
409,Female,KS,0.0947,0.9008,0.4422,0.8076,0.3464,true,Argentinian
410,Female,NY,0.8078,0.7903,0.1113,0.0751,0.1934,false,Osage
411,Male,CA,0.9677,0.2707,0.7838,0.5982,0.4838,false,Micronesian
412,Male,IN,0.3805,0.7391,0.5908,0.5485,0.6183,true,Colville
413,Male,NY,0.6638,0.0247,0.7566,0.5006,0.6666,false,Colville
414,Male,MD,0.9745,0.3401,0.5221,0.8123,0.2037,true,Honduran
415,Female,TX,0.9901,0.8708,0.9613,0.1859,0.7497,false,Cheyenne
416,Male,CO,0.0317,0.7066,0.2736,0.061,0.6858,true,Pima
417,Male,GA,0.3116,0.7838,0.6884,0.8969,0.5239,true,Sri Lankan
418,Female,TX,0.604,0.0339,0.9808,0.6812,0.1151,true,Micronesian
419,Male,MN,0.8644,0.3982,0.892,0.1781,0.5595,true,Cree
420,Male,NY,0.2418,0.3861,0.4648,0.6349,0.6616,true,Japanese
421,Female,DE,0.1697,0.2043,0.1481,0.2986,0.2189,false,Menominee
422,Male,OR,0.6545,0.2084,0.6956,0.4401,0.2044,true,Fijian
423,Male,CA,0.4143,0.2393,0.3833,0.137,0.9869,true,Creek
424,Male,PA,0.2942,0.9745,0.0719,0.9198,0.0385,false,Crow
425,Male,VA,0.0846,0.3323,0.7451,0.8592,0.4481,false,Comanche
426,Male,GA,0.143,0.3989,0.2856,0.4682,0.2845,true,Yuman
427,Female,IN,0.5307,0.7344,0.9611,0.6967,0.4372,false,Guatemalan
428,Male,DC,0.6654,0.9517,0.5563,0.3737,0.76,true,American Indian and Alaska Native (AIAN)
429,Male,CA,0.5469,0.8018,0.7964,0.7652,0.2125,true,Seminole
430,Male,SD,0.8623,0.5402,0.5379,0.2402,0.5188,true,Polynesian
431,Male,MO,0.0329,0.2127,0.9283,0.884,0.2245,true,Navajo
432,Male,MD,0.7285,0.7514,0.9897,0.7927,0.7007,false,Hmong
433,Female,TX,0.5191,0.3404,0.7447,0.6934,0.0504,false,Filipino
434,Male,MO,0.9911,0.1138,0.6997,0.6864,0.9332,true,Apache
435,Male,NJ,0.6262,0.3983,0.1265,0.3691,0.5689,false,Cree
436,Female,CA,0.6785,0.594,0.3126,0.6141,0.3249,true,Asian
437,Male,VA,0.4835,0.6738,0.4041,0.1513,0.6669,true,Creek
438,Female,AL,0.4369,0.1404,0.6439,0.3663,0.7707,true,Hmong
439,Male,FL,0.3192,0.0363,0.6903,0.2187,0.2713,false,Black or African American
440,Female,MT,0.0405,0.1823,0.9007,0.5843,0.7679,true,Iroquois
441,Female,DC,0.1789,0.853,0.2218,0.8705,0.936,true,Shoshone
442,Male,MN,0.2623,0.1031,0.7471,0.588,0.7854,false,Houma
443,Female,GA,0.8753,0.2174,0.0892,0.0124,0.992,false,South American
444,Male,AZ,0.2312,0.3009,0.6187,0.2072,0.6892,false,Osage
445,Female,CA,0.9493,0.3136,0.4119,0.1852,0.5925,false,Lumbee
446,Female,CA,0.7663,0.3859,0.3038,0.844,0.5139,false,Eskimo
447,Female,AZ,0.5197,0.1616,0.1386,0.0299,0.1924,false,Malaysian
448,Male,UT,0.9061,0.1844,0.2896,0.8809,0.1601,true,Sri Lankan
449,Female,DC,0.0875,0.8694,0.3814,0.2517,0.0504,true,Vietnamese
450,Female,MO,0.3375,0.2618,0.2942,0.9934,0.3054,true,Pakistani
451,Female,KS,0.7287,0.0171,0.6275,0.3974,0.0875,true,Vietnamese
452,Female,OK,0.5378,0.7526,0.9196,0.8813,0.1156,false,Thai
453,Female,TX,0.6867,0.3206,0.9802,0.7672,0.5494,true,Bangladeshi
454,Female,LA,0.3686,0.3847,0.8873,0.1138,0.8287,true,Sioux
455,Female,FL,0.5917,0.1382,0.2087,0.0104,0.1666,false,Asian
456,Female,MO,0.1285,0.7399,0.3779,0.3465,0.9387,false,Lumbee
457,Female,FL,0.4988,0.378,0.0083,0.0335,0.6024,false,Eskimo
458,Male,FL,0.8244,0.5116,0.5207,0.6983,0.8291,true,Vietnamese
459,Male,TX,0.1183,0.4172,0.0052,0.1781,0.076,true,Kiowa
460,Female,KS,0.2596,0.297,0.2485,0.9232,0.3787,true,Eskimo
461,Female,CA,0.6929,0.5882,0.6076,0.6195,0.2767,true,Yaqui
462,Male,MN,0.8002,0.871,0.4065,0.7337,0.776,false,Osage
463,Female,TN,0.3958,0.1043,0.229,0.6294,0.9949,false,Pima
464,Female,KS,0.8521,0.9065,0.5356,0.2419,0.5794,false,Hmong
465,Female,NY,0.5543,0.8465,0.3348,0.2551,0.3097,true,Cuban
466,Female,KY,0.9459,0.5101,0.2532,0.3219,0.4529,false,Filipino
467,Male,GA,0.903,0.2419,0.066,0.4212,0.9695,true,Iroquois
468,Male,OH,0.0197,0.9093,0.4651,0.7197,0.1943,true,Blackfeet
469,Female,TX,0.6867,0.1446,0.9168,0.0231,0.2523,false,Pueblo
470,Male,AZ,0.7107,0.2617,0.0549,0.081,0.587,false,Chinese
471,Male,LA,0.2998,0.4689,0.7806,0.9772,0.354,false,Paraguayan
472,Female,VA,0.7355,0.9751,0.3938,0.85,0.31,true,White
473,Female,GA,0.5997,0.6078,0.1729,0.7493,0.5548,false,Melanesian
474,Male,FL,0.9926,0.2523,0.2357,0.6032,0.4964,true,Shoshone
475,Male,TX,0.6987,0.2988,0.2262,0.2273,0.6912,false,Delaware
476,Male,FL,0.2466,0.2006,0.8387,0.4909,0.5394,true,Tohono O'Odham
477,Male,FL,0.4241,0.3909,0.6811,0.8276,0.3691,true,Mexican
478,Female,NH,0.9193,0.6337,0.8803,0.4778,0.634,true,Micronesian
479,Male,AK,0.1218,0.6014,0.3614,0.329,0.2703,false,Black or African American
480,Male,AZ,0.3945,0.2391,0.171,0.2775,0.1825,false,Creek
481,Female,IN,0.0752,0.4881,0.7815,0.2078,0.7111,false,Japanese
482,Female,PA,0.6717,0.9701,0.1292,0.9283,0.5006,true,Paiute
483,Female,FL,0.7839,0.7713,0.821,0.6157,0.4313,true,Bangladeshi
484,Male,FL,0.295,0.5861,0.2281,0.7408,0.2744,true,Yuman
485,Female,OH,0.6209,0.2125,0.2139,0.9839,0.5863,false,Eskimo
486,Female,NY,0.8713,0.0106,0.6865,0.1077,0.8763,false,Chinese
487,Male,IN,0.7192,0.7936,0.4632,0.7748,0.3972,false,Costa Rican
488,Female,OH,0.9217,0.9445,0.6969,0.7064,0.1108,false,Thai
489,Male,CA,0.7349,0.1816,0.0947,0.3782,0.2873,false,Kiowa
490,Male,OH,0.3113,0.8884,0.7987,0.326,0.719,true,Houma
491,Male,CA,0.1132,0.7366,0.272,0.318,0.0325,true,Nicaraguan
492,Female,TN,0.3378,0.7187,0.505,0.3839,0.7802,true,Taiwanese
493,Male,AZ,0.1331,0.1042,0.1101,0.6067,0.9654,true,White
494,Female,CA,0.0049,0.5502,0.8896,0.6711,0.1734,false,Osage
495,Female,DC,0.533,0.9277,0.3012,0.2103,0.3725,true,Houma
496,Female,DC,0.6916,0.5456,0.5495,0.5023,0.0558,false,Alaskan Athabascan
497,Male,VA,0.6258,0.5172,0.3702,0.4234,0.8312,true,American Indian and Alaska Native (AIAN)
498,Female,NY,0.703,0.1317,0.8262,0.0555,0.6839,true,Seminole
499,Male,NY,0.094,0.5986,0.6936,0.9448,0.269,false,South American
500,Male,TX,0.8956,0.0793,0.6304,0.7787,0.9746,false,Creek
501,Male,CA,0.114,0.9985,0.2492,0.4036,0.778,false,Costa Rican
502,Male,NC,0.8223,0.6296,0.746,0.8639,0.2035,true,Pima
503,Male,HI,0.7096,0.6294,0.2092,0.8625,0.7316,true,Panamanian
504,Male,IN,0.8607,0.3232,0.5831,0.3015,0.5143,true,Japanese
505,Male,TX,0.5739,0.984,0.328,0.8889,0.3151,false,Central American
506,Female,NY,0.8241,0.0216,0.6645,0.7278,0.3478,false,Lumbee
507,Female,PA,0.6984,0.3402,0.3166,0.7689,0.0017,false,Latin American Indian
508,Female,NY,0.1079,0.1138,0.1569,0.406,0.7138,false,Dominican (Dominican Republic)
509,Male,CA,0.883,0.3786,0.3373,0.3327,0.1678,true,Sri Lankan
510,Female,OH,0.1504,0.5937,0.5122,0.9102,0.2152,false,Houma
511,Female,MA,0.1828,0.863,0.13,0.5564,0.8931,true,Malaysian
512,Male,NY,0.0857,0.2609,0.7355,0.3056,0.2615,true,Ottawa
513,Female,VA,0.9372,0.8135,0.657,0.657,0.0847,true,Blackfeet
514,Female,GA,0.6172,0.7502,0.7297,0.0905,0.0036,true,Colombian
515,Female,MA,0.5452,0.0007,0.7149,0.2886,0.5564,true,Pima
516,Female,MI,0.592,0.9144,0.7651,0.128,0.158,false,Asian Indian
517,Male,WV,0.1501,0.6727,0.904,0.3202,0.6707,true,Costa Rican
518,Male,CA,0.7159,0.718,0.1789,0.5796,0.178,false,Asian Indian
519,Male,TX,0.0693,0.6164,0.5673,0.7068,0.7653,false,Choctaw
520,Female,CA,0.6538,0.3686,0.0435,0.3959,0.3557,true,Cherokee
521,Male,IL,0.9169,0.1594,0.7492,0.7505,0.2578,true,Comanche
522,Male,UT,0.2779,0.436,0.9091,0.5982,0.768,false,Puerto Rican
523,Male,TX,0.7049,0.4731,0.7731,0.0361,0.4076,false,Bolivian
524,Male,NY,0.8998,0.8907,0.466,0.2066,0.6977,true,Osage
525,Female,DC,0.182,0.9164,0.1901,0.1434,0.2735,true,Alaska Native
526,Female,FL,0.5464,0.0064,0.6418,0.1436,0.0117,true,Guatemalan
527,Male,OH,0.8678,0.8746,0.9661,0.4471,0.6445,true,Malaysian
528,Female,NY,0.0957,0.4467,0.5568,0.4489,0.892,true,Lumbee
529,Male,VA,0.4936,0.9061,0.6917,0.0746,0.7922,false,Mexican
530,Male,TX,0.5794,0.1916,0.5168,0.5623,0.99,true,Pima
531,Male,OH,0.375,0.8584,0.4689,0.0784,0.6178,false,Chilean
532,Female,VA,0.5943,0.3332,0.3977,0.5161,0.0011,true,Bolivian
533,Male,ID,0.3577,0.7662,0.9696,0.2733,0.8392,true,Venezuelan
534,Male,TX,0.4483,0.0783,0.8065,0.9845,0.2772,false,Uruguayan
535,Female,OH,0.0454,0.0746,0.8757,0.4716,0.7728,true,Yaqui
536,Male,AZ,0.4209,0.5741,0.4071,0.6291,0.3941,false,Pueblo
537,Female,FL,0.8656,0.0102,0.5518,0.8599,0.5517,true,Asian Indian
538,Male,MO,0.4796,0.3945,0.0135,0.4055,0.3343,true,Tohono O'Odham
539,Male,MO,0.3241,0.6189,0.8408,0.1395,0.1097,true,Korean
540,Female,TX,0.8801,0.0213,0.6231,0.8143,0.471,true,Osage
541,Female,WI,0.2694,0.1441,0.3747,0.9616,0.6327,false,Cherokee
542,Male,FL,0.8656,0.7691,0.2795,0.957,0.4703,true,Potawatomi
543,Female,NY,0.9865,0.2011,0.5987,0.159,0.8251,true,Spaniard
544,Female,MA,0.013,0.5901,0.3161,0.6899,0.0574,false,Honduran
545,Male,IL,0.6211,0.9736,0.7541,0.1504,0.1947,false,Indonesian
546,Male,TX,0.4778,0.4122,0.598,0.499,0.6562,true,Chamorro
547,Male,OH,0.9393,0.561,0.0196,0.4445,0.0457,false,Vietnamese
548,Male,SC,0.0918,0.9756,0.1827,0.3441,0.316,false,Houma
549,Female,TX,0.3267,0.8126,0.5352,0.1663,0.0733,false,Malaysian
550,Male,OH,0.9633,0.5411,0.4222,0.5406,0.3546,false,Alaskan Athabascan
551,Male,CA,0.6873,0.3931,0.3448,0.3823,0.7864,false,Spaniard
552,Male,MA,0.9938,0.5164,0.8117,0.9279,0.7402,true,Venezuelan
553,Female,KS,0.3306,0.7093,0.8156,0.9078,0.3519,false,Puerto Rican
554,Female,MA,0.848,0.6648,0.0252,0.9257,0.3786,true,Honduran
555,Male,OH,0.0878,0.1693,0.102,0.6162,0.7639,false,Iroquois
556,Female,WI,0.2954,0.0199,0.5475,0.3013,0.3689,false,Tongan
557,Male,PA,0.2908,0.4123,0.1908,0.3604,0.7303,true,Sioux
558,Female,CO,0.5949,0.7845,0.101,0.2537,0.2272,false,Chickasaw
559,Male,IL,0.4945,0.0794,0.7348,0.4764,0.6741,false,Guatemalan
560,Male,NE,0.5169,0.2987,0.0063,0.8993,0.9808,true,Paraguayan
561,Female,NC,0.4948,0.215,0.8502,0.0543,0.4836,false,Lumbee
562,Male,TX,0.0267,0.7396,0.4048,0.6646,0.2617,true,Uruguayan
563,Female,TX,0.2953,0.8804,0.7085,0.1375,0.3339,true,Pakistani
564,Female,TX,0.4437,0.6095,0.1152,0.4616,0.3395,false,Chickasaw
565,Male,WI,0.2417,0.3349,0.6996,0.7379,0.9749,true,Cherokee
566,Male,WA,0.3741,0.4311,0.0953,0.8487,0.8667,true,Alaska Native
567,Male,CA,0.646,0.2847,0.028,0.9028,0.4165,true,Shoshone
568,Female,MN,0.2764,0.8285,0.7278,0.8983,0.9734,false,South American
569,Female,FL,0.6403,0.7321,0.358,0.2266,0.8747,true,Chickasaw
570,Female,NY,0.7463,0.0622,0.0096,0.8919,0.8726,true,Honduran
571,Male,TX,0.2625,0.1966,0.4375,0.2489,0.1587,false,Hmong
572,Male,MS,0.7262,0.597,0.9396,0.9891,0.8878,true,Chickasaw
573,Male,CA,0.868,0.4339,0.9631,0.4727,0.1084,false,Panamanian
574,Female,VA,0.7746,0.0221,0.9532,0.2405,0.9114,false,Iroquois
575,Female,PA,0.0116,0.1051,0.613,0.5948,0.732,false,Chamorro
576,Female,NH,0.0602,0.1335,0.8226,0.491,0.7512,true,Malaysian
577,Male,TX,0.0644,0.2816,0.5234,0.9256,0.6905,false,Asian Indian
578,Male,TX,0.7706,0.1926,0.4815,0.6089,0.7554,true,Chinese
579,Female,KY,0.2794,0.8685,0.1512,0.2422,0.8984,true,Ottawa
580,Male,DC,0.4747,0.2927,0.8698,0.7234,0.8457,false,Guatemalan
581,Male,VA,0.9192,0.7694,0.8739,0.9444,0.3991,false,Colville
582,Male,OH,0.3882,0.6007,0.712,0.8231,0.9492,true,Salvadoran
583,Male,WV,0.6444,0.9338,0.439,0.4904,0.682,true,Comanche
584,Female,DC,0.8943,0.2362,0.3159,0.9612,0.9811,false,Delaware
585,Male,NM,0.9852,0.248,0.459,0.4398,0.1712,true,Paraguayan
586,Male,WA,0.1015,0.4011,0.4524,0.2375,0.0053,true,Indonesian
587,Male,NY,0.1914,0.9607,0.3836,0.2386,0.1913,false,Ecuadorian
588,Female,CA,0.5914,0.5587,0.838,0.1068,0.2051,true,Guatemalan
589,Female,DC,0.4128,0.2942,0.0227,0.2967,0.3202,false,Melanesian
590,Female,LA,0.8828,0.2753,0.2339,0.9642,0.7621,false,Costa Rican
591,Female,TX,0.9117,0.0058,0.2148,0.2482,0.0696,false,South American
592,Female,CT,0.1617,0.4676,0.7256,0.3424,0.4597,false,Iroquois
593,Female,CA,0.7425,0.3553,0.2541,0.3418,0.3102,false,Central American
594,Male,TX,0.773,0.3281,0.951,0.5567,0.7029,false,Venezuelan
595,Female,MO,0.0808,0.6304,0.9411,0.7345,0.5444,true,Black or African American
596,Female,CA,0.2767,0.6398,0.1916,0.4137,0.2119,false,South American
597,Male,NC,0.5259,0.5003,0.4408,0.0749,0.0487,false,Tlingit-Haida
598,Female,MN,0.0497,0.2147,0.3745,0.6869,0.4462,true,Apache
599,Female,NC,0.3876,0.1388,0.9432,0.5609,0.6311,false,Potawatomi
600,Male,NE,0.4194,0.6298,0.0365,0.2796,0.1561,false,Delaware
601,Female,NY,0.0787,0.3163,0.6712,0.8236,0.1773,false,Bolivian
602,Male,NE,0.8713,0.7723,0.3169,0.9569,0.0672,true,Chickasaw
603,Female,ND,0.1115,0.4783,0.7924,0.1111,0.3021,false,Pima
604,Female,IL,0.5381,0.751,0.7738,0.2247,0.8553,false,Indonesian
605,Male,CA,0.7118,0.8758,0.6348,0.629,0.3763,true,Yakama
606,Female,OH,0.682,0.8981,0.8056,0.1621,0.302,true,Lumbee
607,Male,MN,0.8574,0.8472,0.2318,0.8863,0.347,true,Seminole
608,Female,FL,0.3697,0.1801,0.0311,0.0187,0.7717,false,Mexican
609,Female,IL,0.4789,0.7457,0.616,0.7472,0.968,true,Paraguayan
610,Female,PA,0.9577,0.684,0.6582,0.092,0.4253,true,Ottawa
611,Female,MN,0.1329,0.5648,0.7812,0.664,0.2375,true,Asian Indian
612,Female,CA,0.785,0.8088,0.0481,0.7465,0.9467,false,Cheyenne
613,Female,CA,0.6926,0.8556,0.3312,0.9404,0.2253,false,Venezuelan
614,Female,MD,0.5586,0.6024,0.8016,0.3847,0.4996,true,Kiowa
615,Male,TX,0.4295,0.4378,0.0607,0.0937,0.0003,false,Spaniard
616,Female,PA,0.3322,0.8995,0.7767,0.6329,0.636,true,Cherokee
617,Female,PA,0.0524,0.2406,0.3893,0.1545,0.3592,true,Peruvian
618,Female,FL,0.7212,0.466,0.4167,0.4665,0.3139,true,American Indian and Alaska Native (AIAN)
619,Female,AR,0.5192,0.9061,0.2442,0.0069,0.9884,true,Costa Rican
620,Female,NY,0.4499,0.5205,0.4367,0.4048,0.6869,true,Creek
621,Male,CO,0.5272,0.0987,0.4969,0.8316,0.0302,true,Comanche
622,Female,WI,0.1301,0.4085,0.6793,0.2505,0.702,true,Latin American Indian
623,Male,IL,0.9959,0.7094,0.2922,0.4169,0.5814,false,Yuman
624,Male,CA,0.9468,0.2657,0.1608,0.9993,0.6594,false,Tohono O'Odham
625,Female,NY,0.2481,0.2168,0.6756,0.7618,0.4361,true,Seminole
626,Female,MN,0.1808,0.5046,0.61,0.3224,0.4262,false,Eskimo
627,Female,OR,0.2172,0.5084,0.364,0.9902,0.1562,true,White
628,Female,MD,0.378,0.3799,0.2977,0.4768,0.5621,false,Cherokee
629,Male,CA,0.6201,0.7784,0.5239,0.329,0.9032,true,Salvadoran
630,Male,AR,0.0655,0.106,0.1603,0.0991,0.3499,false,Honduran
631,Male,TX,0.7272,0.0081,0.2997,0.9395,0.7975,true,Chippewa
632,Female,CA,0.1596,0.5727,0.4338,0.4558,0.7021,true,Indonesian
633,Male,CA,0.314,0.8024,0.4343,0.7416,0.3854,false,Fijian
634,Male,OK,0.089,0.3786,0.2655,0.4573,0.0765,true,Micronesian
635,Male,MN,0.3813,0.8497,0.3276,0.0298,0.7695,true,South American
636,Male,CA,0.4615,0.9067,0.211,0.8383,0.73,false,Yaqui
637,Female,NH,0.4268,0.8618,0.5039,0.964,0.9647,false,Paraguayan
638,Female,AZ,0.3672,0.9271,0.9387,0.8904,0.8126,false,Panamanian
639,Male,TX,0.8332,0.2804,0.4356,0.4757,0.8693,false,Choctaw
640,Female,NV,0.2562,0.2244,0.9573,0.5508,0.8435,true,Asian
641,Male,IN,0.1618,0.166,0.8292,0.8951,0.1699,true,Chamorro
642,Male,TN,0.5844,0.5638,0.1716,0.0928,0.9993,true,Apache
643,Female,TX,0.9072,0.2632,0.7327,0.9611,0.1447,true,Guatemalan
644,Female,NY,0.5963,0.4537,0.7891,0.8563,0.5505,false,Asian Indian
645,Male,TX,0.7463,0.7615,0.0727,0.7627,0.9984,true,Native Hawaiian and Other Pacific Islander (NHPI)
646,Female,TX,0.0363,0.1504,0.754,0.9852,0.2203,false,Chippewa
647,Male,CA,0.746,0.3028,0.7449,0.9312,0.2498,false,Filipino
648,Female,VA,0.8834,0.2227,0.3321,0.1573,0.493,false,Choctaw
649,Female,CA,0.7497,0.2341,0.4419,0.6733,0.7025,true,White
650,Male,CA,0.2884,0.0146,0.0927,0.6399,0.0591,true,Black or African American
651,Male,MO,0.0677,0.3807,0.6472,0.9744,0.6982,false,Pueblo
652,Male,GA,0.5683,0.499,0.4251,0.91,0.0446,false,Iroquois
653,Female,NC,0.5964,0.178,0.2645,0.3467,0.5524,false,American Indian
654,Male,AZ,0.0095,0.2228,0.794,0.9244,0.1235,true,Paraguayan
655,Female,OK,0.0619,0.709,0.051,0.3447,0.4357,true,Cambodian
656,Male,CA,0.6663,0.5119,0.1948,0.6113,0.2753,false,Colville
657,Female,NH,0.0353,0.818,0.2583,0.3043,0.6074,false,Bolivian
658,Male,TX,0.9121,0.628,0.2414,0.9575,0.8696,true,Aleut
659,Female,TX,0.1366,0.539,0.3871,0.9949,0.2342,false,Malaysian
660,Male,GA,0.986,0.6898,0.3109,0.8811,0.0475,false,Eskimo
661,Female,CA,0.7279,0.4951,0.7259,0.5836,0.2306,true,Chickasaw
662,Male,IN,0.3379,0.6798,0.9999,0.5419,0.0166,true,Tongan
663,Male,TX,0.3157,0.9614,0.3493,0.6276,0.2585,false,White
664,Female,AL,0.743,0.3972,0.9784,0.0267,0.5209,false,Chamorro
665,Male,AL,0.1637,0.471,0.8244,0.3033,0.8168,false,Paiute
666,Male,KY,0.9025,0.8647,0.7443,0.1115,0.9875,false,Yakama
667,Male,CA,0.8418,0.8298,0.6756,0.4039,0.0589,false,American Indian and Alaska Native (AIAN)
668,Female,OH,0.8855,0.8656,0.4742,0.0439,0.6856,false,Paiute
669,Male,WA,0.7058,0.1074,0.3805,0.0464,0.252,false,Nicaraguan
670,Male,MT,0.179,0.1069,0.9534,0.9645,0.9583,false,Filipino
671,Female,CT,0.9419,0.776,0.0348,0.2738,0.1064,true,Cherokee
672,Female,CA,0.3479,0.0615,0.2996,0.1787,0.7664,false,Yakama
673,Female,AZ,0.5526,0.125,0.3144,0.2344,0.0037,false,Korean
674,Female,GA,0.6842,0.0438,0.0722,0.4888,0.1511,true,Yuman
675,Female,MN,0.0469,0.2083,0.6449,0.9789,0.2284,false,Pima
676,Male,IA,0.5045,0.5004,0.8052,0.4549,0.3261,false,Creek
677,Female,MA,0.4139,0.3048,0.132,0.2157,0.2161,false,Pakistani
678,Female,FL,0.4801,0.4548,0.0085,0.0056,0.234,false,Comanche
679,Female,CA,0.3117,0.3318,0.4334,0.3754,0.1866,true,Spaniard
680,Female,TX,0.5175,0.8622,0.9102,0.0573,0.4331,false,Ecuadorian
681,Female,DC,0.8854,0.1691,0.5146,0.8907,0.6095,true,Asian
682,Female,IN,0.7289,0.9109,0.344,0.9821,0.7162,false,Colville
683,Male,NV,0.4614,0.4278,0.5278,0.1161,0.9652,false,Kiowa
